alpha	R	throughput	eps	accuracy	j	j_crit	j_over_jcrit	on_front
0.32	0.24642857142857139	0.17157142857142854	0.382892885975112	-0.382892885975112	0.02299271780280547	0.4445258882626736	0.05172413668114399	False
0.32	0.26654761904761903	0.1514523809523809	0.382892885975112	-0.382892885975112	0.02029651373073072	0.4850633369835424	0.041843017567455024	False
0.32	0.2866666666666666	0.1313333333333333	0.382892885975112	-0.382892885975112	0.01760030965865598	0.5256107202753384	0.03348544650960724	False
0.32	0.3067857142857143	0.11121428571428565	0.382892885975112	-0.382892885975112	0.014904105586581225	0.5661492176490285	0.026325401717362598	False
0.32	0.32690476190476186	0.09109523809523806	0.382892885975112	-0.382892885975112	0.012207901514506483	0.6066649443412278	0.020122971713427314	False
0.32	0.34702380952380946	0.07097619047619047	0.382892885975112	-0.382892885975112	0.00951169744243174	0.6471477647032196	0.014697875757623581	False
0.32	0.3671428571428571	0.05085714285714282	0.382892885975112	-0.382892885975112	0.006815493370356989	0.6875904201676329	0.009912141255102692	False
0.32	0.3872619047619047	0.03073809523809523	0.382892885975112	-0.382892885975112	0.004119289298282245	0.7279878774416804	0.005658458644611489	False
0.32	0.40738095238095234	0.010619047619047584	0.382892885975112	-0.382892885975112	0.001423085226207495	0.7683368338230746	0.0018521632226409564	False
0.36	0.04523809523809523	0.36876190476190474	0.3395955256449391	-0.3395955256449391	0.043830462509906805	0.05566063449281908	0.7874589089630569	False
0.36	0.06535714285714285	0.34864285714285714	0.3395955256449391	-0.3395955256449391	0.04143914401682369	0.09020609746883278	0.4593829594628166	False
0.36	0.08547619047619047	0.3285238095238095	0.3395955256449391	-0.3395955256449391	0.03904782552374057	0.12689615129660622	0.3077148134498614	False
0.36	0.10559523809523809	0.3084047619047619	0.3395955256449391	-0.3395955256449391	0.03665650703065747	0.16491548047478125	0.2222745064631028	False
0.36	0.1257142857142857	0.28828571428571426	0.3395955256449391	-0.3395955256449391	0.034265188537574355	0.20380262851831912	0.16812927677473194	False
0.36	0.14583333333333331	0.26816666666666666	0.3395955256449391	-0.3395955256449391	0.03187387004449124	0.24327266495805228	0.131021173504994	False
0.36	0.16595238095238093	0.24804761904761904	0.3395955256449391	-0.3395955256449391	0.02948255155140813	0.28313917646107756	0.10412741860701506	False
0.36	0.18607142857142855	0.22792857142857142	0.3395955256449391	-0.3395955256449391	0.027091233058325018	0.32327512167157857	0.08380240619272745	False
0.36	0.20619047619047617	0.2078095238095238	0.3395955256449391	-0.3395955256449391	0.024699914565241905	0.3635913152033327	0.06793318083362049	False
