lambda_max	omega	complex_pair	slope	n_periods	estimator	period_measured	period_predicted	grew	ratio_max	ratio_end	escaped	horizon_short	t_end	t_last	eq_residual	j_eq	n_fit	name	tested	is_cross	group	tr_J_at_fold	j_crit	j_at_first_cross	tr_max
0.0216220923977367	0.0262967326176195	True	0.0216068212978116	1.6212026503312915	peak	119.7209333321934	119.4670341472324	True	9852.17590070529	9852.17590070529	True	False	1911.4725463557184	387.3605447734242	1.2975965602054549e-17	0.1184213837867312	1622	draw3533	True	True	terminal	0.020850650429484	0.1251558614230869	0.1110415769112902	0.0432441847954734
0.0158462597748304	0.1440246356165291	True	0.015841639199564	11.139742727488397	peak	21.89276016707936	21.81288388713164	True	9094.289500230678	8959.418535995694	True	False	1577.659356544757	485.9798292944469	6.34268088756224e-17	0.1199051076118488	2465	draw3539	True	True	terminal	0.0209770345403335	0.1214720636960552	0.1148451741522012	0.0316925195496607
0.007016438982952	0.298478069664799	True	0.0070163295832838	60.75098313955327	peak	10.690519272564416	10.525371787340717	True	9439.053645440335	9379.234070210026	True	False	3563.0609858851512	1278.8533679805312	4.7729561801866745e-17	0.3659222201468023	2872	draw3572	True	True	window	-0.6262282725858073	0.7579690676869937	0.2954944259765081	0.014032877965904
0.0997712882306305	0.0	False	0.0996696651554196	inf	late_half			True	9875.543934513402	9875.543934513402	True	False	250.5730901480414	91.31398397068892	1.073034325983328e-17	0.1539857420051934	2916	draw3587	True	True	window	-0.1955682626073333	0.2128126204758557	0.1539857420051934	0.1028299856781499
1.2179921990811335	0.0	False	1.2273212473369015	inf	late_half			True	9980.898831354998	9980.898831354998	True	False	20.525583020039267	8.301070267511818	1.6338758992091353e-17	0.5495951796619954	3236	draw3705	True	True	terminal	0.3133996613329058	0.7037980447113488	0.3795318457228098	1.337062544949248
0.0612042950659037	0.0	False	0.089590118991618	inf	late_half			True	9366.106057043718	9366.106057043718	True	False	408.4680654042402	107.23627170257586	8.494783504658831e-19	0.013945112430821	2101	draw3914	True	True	terminal	0.0793649048333076	0.0139452636597555	0.013945112430821	0.0637238998592698
1.4869017624604306	0.0	False	1.499036778931916	inf	late_half			True	9978.635207696325	9978.635207696325	True	False	16.813484677448756	6.158708601690819	7.905190577032187e-17	0.4212478059801462	2931	draw3923	True	True	terminal	1.2586479056138848	0.4333052767372041	0.3589787939857315	1.6932553348009325
0.2769111626607454	0.0	False	0.2837501382916945	inf	late_half			True	9975.805061751018	9975.805061751018	True	False	90.2816620311853	35.66571471665778	2.045255378649539e-17	0.2903023495269982	3161	draw3925	True	True	terminal	0.299324386486145	0.2903618296986737	0.2864569023825177	0.2810100421730605
0.0058789977960781	0.0	False	0.0059671786660619	inf	late_half			True	9854.229235781446	9854.229235781446	True	False	4252.425475763491	1284.3930428109256	1.1875697984912713e-19	0.0107435923214058	2417	draw4060	True	True	terminal	0.0066785984072632	0.0107457686640936	0.010380907244195	0.0066079986084851
0.0048118080226365	0.2725622314141485	True	0.0048110439844526	77.23085862880765	peak	11.691453994914582	11.526148128778178	True	9582.323125457711	9582.323125457711	True	False	5195.552250295687	1780.3486333367268	1.2531032887088189e-17	0.1406080070470456	2742	draw4187	True	True	window	-1.4137685586243258	0.4798127721820071	0.1270666827554691	0.009623616045273
1.0901873889246845	2.0709105279742643	True	1.0903782782795306	2.642330291286411	peak	1.5171999752391332	1.5170103252422282	True	9675.947501236902	9675.947501236902	True	False	24.27216520387565	8.016884669163579	3.5051078608333943e-17	0.3156057994977184	2643	draw4217	True	True	window	-2.252829039643347	0.3834379178994795	0.2268149009152754	2.1803747778493694
0.0456414777591918	0.4696329906393484	True	0.045636783706718	14.228795564167712	peak	6.710744285094279	6.689463296249472	True	9575.926760572353	9575.926760572353	True	False	547.7473830251952	190.3660113526744	1.0325667628079116e-16	0.6455738596941116	2781	draw4265	True	True	window	-0.8837752218914228	1.076108417483829	0.5101401185009975	0.0912829555183836
